id,name,level,element,map,drops,hp
2533,Santaby,142,Unknown,Tomte Pavillion (130-150),"Potato, Xmas Ribbon, Tweed Fabric, Holy Stone",Unknown
2534,Sapphire Crusher,240,Water,Anniversary Arena: 5th Venue,Golpom 5th Anniv Medal,19000000
2535,Sapphire Crusher,220,Water,Anniversary Arena: 5th Venue,Golpom 5th Anniv Medal,9500000
2536,Sapphire Crusher,210,Water,Anniversary Arena: 5th Venue,Golpom 5th Anniv Medal,3800000
2537,Sapphire Crusher,200,Water,Anniversary Arena: 5th Venue,Golpom 5th Anniv Medal,1900000
2538,Sapphire Roga,221,Dark,Avant Plastida: Deepest Area,"Sapphire Mace, Floating Corroded Crystal Bit, Sapphire Roga Horns, Broken Crystal Stick, Core of Sapphire Roga, Sapphire Shield, Sapphire Roga",38000000
2539,Sapphire Roga,201,Dark,Avant Plastida: Deepest Area,"Sapphire Mace, Floating Corroded Crystal Bit, Sapphire Roga Horns, Broken Crystal Stick, Core of Sapphire Roga, Sapphire Shield, Sapphire Roga",19000000
2540,Sapphire Roga,191,Dark,Avant Plastida: Deepest Area,"Sapphire Mace, Floating Corroded Crystal Bit, Sapphire Roga Horns, Broken Crystal Stick, Core of Sapphire Roga, Sapphire Shield, Sapphire Roga",7600000
2541,Sapphire Roga,181,Dark,Avant Plastida: Deepest Area,"Sapphire Mace, Floating Corroded Crystal Bit, Sapphire Roga Horns, Broken Crystal Stick, Core of Sapphire Roga, Sapphire Shield, Sapphire Roga",3800000
2542,Sapphire Roga,171,Dark,Avant Plastida: Deepest Area,"Sapphire Mace, Floating Corroded Crystal Bit, Sapphire Roga Horns, Broken Crystal Stick, Core of Sapphire Roga, Sapphire Shield",380000
2543,Savaran (big),19,Fire,Witeka Scorched Plains,"Adventurer's Hat, Lava Fragment, Bead Fragment, Pebble",600
2544,Savaran (small),15,Fire,Witeka Scorched Plains,"Pebble, Lava Fragment, Hematite",200
2545,Savaran (small),27,Fire,Fiery Volcano: Area 1,"Sallet, Heated Fang, Burning Liquid, Lava Fragment",825
2546,Savaran (small),30,Fire,Fiery Volcano: Area 3,"Sallet, Heated Fang, Burning Liquid, Lava Fragment",1000
2547,Scalar Roar,69,Earth,Akaku Desert: Area 1,"Save Point, Headband, Quicksand Crystal, Fairy Feather",Unknown
2548,Scalar Roar,69,Earth,Akaku Desert: Area 2,"Save Point, Headband, Quicksand Crystal, Fairy Feather",Unknown
2549,Scheff,216,Earth,Kabla Jabali,"Tomtits Gathering Spot, Bleached Branch, Bitter Leaf, Dark Brown Seed",19800
2550,Schnee,182,Unknown,Tomte Pavillion (170-190),"Snowman Kit, Holy Stone, Pure White Paper, Roaring Gale",Unknown
2551,Scrader,105,Dark,Magic Waste Site: Deepest Part,"Brigan Helm, Brigandine, Scrader Barrel, Unknown Part, Scrader Crystal, Big Scrap, Strange Head Part, Scrader Mace, Scrader",3300000
2552,Scrader,85,Dark,Magic Waste Site: Deepest Part,"Brigan Helm, Brigandine, Scrader Barrel, Unknown Part, Scrader Crystal, Big Scrap, Strange Head Part, Scrader Mace, Scrader",660000
2553,Scrader,95,Dark,Magic Waste Site: Deepest Part,"Brigan Helm, Brigandine, Scrader Barrel, Unknown Part, Scrader Crystal, Big Scrap, Strange Head Part, Scrader Mace, Scrader",1320000
2554,Scrader,75,Dark,Magic Waste Site: Deepest Part,"Brigan Helm, Brigandine, Scrader Barrel, Unknown Part, Scrader Crystal, Big Scrap, Strange Head Part, Scrader Mace",66000
2555,Scrader,125,Dark,Magic Waste Site: Deepest Part,"Brigan Helm, Brigandine, Scrader Barrel, Unknown Part, Scrader Crystal, Big Scrap, Strange Head Part, Scrader Mace, Scrader",6600000
2556,Sea Ghost Wooden Box,0,Neutral,-,"Dragon Palace Arrow, Ocean Explorer, Octopus Tentacle, Sand-Covered Coin, Cursed Gold Coin, Sea Fog Compass, Ghost Telescope",0
2557,Sea Puffer,251,Water,Marinatown: Area 1,"Nero Saber, Broken Poison Needle, Corroded Iron Skin, Blowfish Sashimi",0
2558,Sea Puffer,252,Water,Marinatown: Area 2,"Nero Saber, Broken Poison Needle, Corroded Iron Skin, Blowfish Sashimi",0
2559,Sea Puffer,253,Water,Marinatown: Area 3,"Nero Saber, Broken Poison Needle, Corroded Iron Skin, Blowfish Sashimi",0
2560,Seaclin,149,Water,Underwater Ruins,"Deep Ocean Water, Watermelon Slice, Sea Crystal, Underwater Ruins Pebble",45000
2561,Seaclin,151,Water,Underwater Ruins,"Deep Ocean Water, Watermelon Slice, Sea Crystal, Underwater Ruins Pebble",45000
2562,Seaney,205,Water,Weredragon's Throat,"Furball Accessories, Cloud Cat Horn, Cloud Cat Hairball, Fleecy Cloud",19500
2563,Seaney,203,Water,Weredragon's Throat,"Furball Accessories, Cloud Cat Horn, Cloud Cat Hairball, Fleecy Cloud",19000
2564,Seanniped,152,Water,Underwater Ruins,"Deep Ocean Water, Morning Glory Hair Ornament, Fresh Fish, Underwater Ruins Pebble",50000
2565,Seanniped,148,Water,Underwater Ruins,"Deep Ocean Water, Morning Glory Hair Ornament, Fresh Fish, Underwater Ruins Pebble",50000
2566,Sedem Coenubia,215,Neutral,Anniversary Arena: 6th Venue,-,10000000
2567,Seele Zauga,200,Light,Shrine of the Goddess of Species,"Heaven Feather Headband, Heaven Feather Garb, Red Satin Fabric, Messenger Feather, High Grade Frill Fabric, Orichalcum Ore, Seele Zauga",30000000
2568,Seele Zauga,180,Light,Shrine of the Goddess of Species,"Heaven Feather Headband, Heaven Feather Garb, Red Satin Fabric, Messenger Feather, High Grade Frill Fabric, Orichalcum Ore, Seele Zauga",15000000
2569,Seele Zauga,170,Light,Shrine of the Goddess of Species,"Heaven Feather Headband, Heaven Feather Garb, Red Satin Fabric, Messenger Feather, High Grade Frill Fabric, Orichalcum Ore, Seele Zauga",6000000
2570,Seele Zauga,160,Light,Shrine of the Goddess of Species,"Heaven Feather Headband, Heaven Feather Garb, Red Satin Fabric, Messenger Feather, High Grade Frill Fabric, Orichalcum Ore, Seele Zauga",3000000
2571,Seele Zauga,150,Light,Shrine of the Goddess of Species,"Heaven Feather Headband, Heaven Feather Garb, Messenger Feather, High Grade Frill Fabric, Red Satin Fabric, Orichalcum Ore",300000
2572,Selachi,259,Water,Aquastida Entrance,"Sacred Axe, Rough Placoid Scale, Tangled Kelp, Dangerous Shark Skin",62200
2573,Selachi,260,Water,Aquastida Corridor,"Sacred Axe, Rough Placoid Scale, Tangled Kelp, Dangerous Shark Skin",60300
2574,Selachi,261,Water,Aquastida Inner Ward,"Sacred Axe, Rough Placoid Scale, Tangled Kelp, Dangerous Shark Skin",63200
2575,Seltirios,60,Dark,Aulada Ancient Tower,"Vampire Cape, Little Wyvern Wing, Crimson Claw, Red Crystal Stone Fragment, Seltirios",60000
2576,Sentreast,180,Unknown,Tomte Pavillion (170-190),"Holy Stone, Eletrified Lightning Rod, Long Ear Hair, Sacred Bell Talisman",Unknown
2577,Sentreast,150,Earth,Fabriska Sector,"Tail Fur, Warning Bell, Dirty Leather Shoes, Stoat Fur",9000
2578,Sentreast,147,Earth,Fabriska Sector,"Tail Fur, Warning Bell, Dirty Leather Shoes, Stoat Fur",9000
2579,Seraph Machina,167,Light,Buried Tower: Inside,"Light Emitting Cloth, Broken Magic Device, Angel Heart, Angel Halo, Seraph Machina",Unknown
2580,Serpain,66,Earth,Teaus Hill,"Old Snake Slough, Snake Head Slough, Snake Scale, Elsand",Unknown
2581,Serpain,69,Earth,Teaus Hill: Marshland,"Old Snake Slough, Snake Head Slough, Snake Scale, Elsand",Unknown
2582,Serpentragon,215,Earth,Boma Moja: Area 1,"Sharp Poison Fang, Rough Skin, Dragon Snake Shed, Purple Lightning Sword",35200
2583,Shadow Fly,94,Dark,Dark Castle: Area 1,"Flower Nectar, Double Strings, Dark Shadow Feather, Shadow Scale",Unknown
2584,Shadow Fly,94,Dark,Dark Castle: Area 2,"Flower Nectar, Double Strings, Dark Shadow Feather, Shadow Scale",Unknown
2585,Shadow Fly,94,Dark,Dark Castle: Area 3,"Flower Nectar, Double Strings, Dark Shadow Feather, Shadow Scale",Unknown
2586,Shampy,185,Water,Turnus Mine: Hall,"Medicinal Mushroom, Shampy's Fluffy Hair, Broken Mushroom Hammer, Shampy Doll, Luminous Mushroom Staff, Shampy",8500000
2587,Shampy,165,Water,Turnus Mine: Hall,"Medicinal Mushroom, Shampy's Fluffy Hair, Broken Mushroom Hammer, Shampy Doll, Luminous Mushroom Staff, Shampy",4250000
2588,Shampy,155,Water,Turnus Mine: Hall,"Medicinal Mushroom, Shampy's Fluffy Hair, Broken Mushroom Hammer, Shampy Doll, Luminous Mushroom Staff, Shampy",1700000
2589,Shampy,145,Water,Turnus Mine: Hall,"Medicinal Mushroom, Shampy's Fluffy Hair, Broken Mushroom Hammer, Shampy Doll, Luminous Mushroom Staff, Shampy",850000
2590,Shampy,135,Water,Turnus Mine: Hall,"Medicinal Mushroom, Shampy's Fluffy Hair, Broken Mushroom Hammer, Shampy Doll, Luminous Mushroom Staff",85000
2591,Shark Wolf,141,Wind,Twilight Sakura Castle: Inside,"Toram Liquor, Flower Nectar, Twilight Sakura Red Stone, Sakura Cloud Pyroxene",11000
2592,Shark Wolf,139,Wind,Twilight Sakura Castle: Inside,"Toram Liquor, Flower Nectar, Twilight Sakura Red Stone, Sakura Cloud Pyroxene",11000
2593,Shark Wolf,135,Water,Curonne Forest: North Area 2,"Lupus Claws, Wolf Shark Fang, Work Shark Claw, Wolf Shark Heart",20000
2594,Sharneon,150,Light,Underwater Ruins,"Deep Ocean Water, Shark Steak, Cute Octopus Hat, Underwater Ruins Pebble",55000
2595,Shawle,130,Water,Joulu House: Hall (Lv 110),"Revita IV, Glacial Icicle, Shawle",700000
2596,Shawle,150,Water,Joulu House: Hall (Lv130),"Revita V, Glacial Icicle, Shawle",1450000
2597,Shawle,170,Water,Joulu House: Hall (Lv 150),"Revita VI, Glacial Icicle, Shawle",2000000
2598,Shell Kraken,74,Water,Abyss of No Return: Area 1,"Hammerfall, Sludgy Liquid, Sharp Tentacle, Ancient Shell",Unknown
2599,Shell Kraken,76,Water,Abyss of No Return: Area 2,"Hammerfall, Sludgy Liquid, Sharp Tentacle, Ancient Shell",Unknown
2600,Shell Kraken,77,Water,Abyss of No Return: Area 3,"Hammerfall, Sludgy Liquid, Sharp Tentacle, Ancient Shell",Unknown
2601,Shell Kraken,74,Water,Sweet Hades,"Ancient Shell, Sharp Tentacle, Seashell Milk Chocolate, Seashell Choco Talisman",Unknown
2602,Shell Mask,73,Earth,Abyss of No Return: Area 1,"Twisted Vine, Growing Root, Hard Leaf, INT+3",Unknown
2603,Shell Mask,75,Earth,Abyss of No Return: Area 2,"Twisted Vine, Growing Root, Hard Leaf, INT+3",Unknown
2604,Shell Mask,76,Earth,Abyss of No Return: Area 3,"Twisted Vine, Growing Root, Hard Leaf, INT+3",Unknown
2605,Shell Mask,5,Earth,Land Under Development,"Nut, Woodchip, Small Wood, Buckler",95
2606,Shell Mask,75,Earth,Sweet Hades,"Hard Leaf, Growing Root, Sweet Leaf, Chocolate Leaf Talisman",Unknown
2607,Shell Mask,4,Earth,Land Under Development,"Nut, Woodchip, Small Wood, Buckler",90
2608,Shell Mask,23,Earth,Nisel Mountain,"Bitter Nut, Thorny Twig, Woodchip, Nisel Wood",650
2609,Shell Mask,27,Earth,Nisel Mountain: Mountainside,"Bitter Nut, Thorny Twig, Woodchip, Nisel Wood",750
2610,Shining Gentleman,82,Light,Lost Town: Square,"Adventurer's Garb, Revolver, Polyester Cloth, Lost Footstep, Shining Gentleman",Unknown
2611,Shiny Roar,86,Light,Garden of Sublimation: Area 1,"Headband, Splendor Crystal, Fairy Feather, Glittering Powder, Accuracy+8",6500
2612,Shiny Roar,86,Light,Garden of Sublimation: Area 2,"Headband, Splendor Crystal, Fairy Feather, Glittering Powder, Accuracy+8",6500
2613,Shiny Roar,86,Light,Garden of Sublimation: Area 3,"Headband, Splendor Crystal, Fairy Feather, Glittering Powder, Accuracy+8",6500
2614,Shroonymon,168,Earth,Celarra Plateau,"Deformed Mushroom, Mellow Mushroom, Amber Charm, Mushroom Log Piece",11000
2615,Shroonymon,171,Earth,Celarra Plateau,"Deformed Mushroom, Mellow Mushroom, Amber Charm, Mushroom Log Piece",11000
2616,Sibylares (Easy),175,Neutral,Phasma Forest: Area 3,"Sweets Box, Squash Mace, Squash Blade, Dripping Spirit Dew, Hematite, Sibylares",2750000
2617,Sibylares (Hard),225,Neutral,Phasma Forest: Area 3,"Sweets Box, Squash Mace, Squash Blade, Dripping Spirit Dew, Mithril Ore, Sibylares",5000000
2618,Sibylares (Normal),200,Neutral,Phasma Forest: Area 3,"Sweets Box, Squash Mace, Squash Blade, Dripping Spirit Dew, Damascus Ore, Sibylares",3820000
2619,Sibylares (Very Hard),250,Neutral,Phasma Forest: Area 3,"Sweets Box, Dripping Spirit Dew, Orichalcum Ore, Mischievous Buckler, Dark Shaman Talisman, Ghost Forest Dark Shaman",6500000
2620,Sicanokami,310,Wind,El Scaro: Back Alley,"Emotion Ticket S, Black Deer Antlers, Orichalcum Ore, Sicanokami",79000000
2621,Sicanokami,290,Wind,El Scaro: Back Alley,"Emotion Ticket S, Black Deer Antlers, Orichalcum Ore, Sicanokami",39500000
2622,Sicanokami,280,Wind,El Scaro: Back Alley,"Emotion Ticket S, Black Deer Antlers, Orichalcum Ore, Sicanokami",15800000
2623,Sicanokami,270,Wind,El Scaro: Back Alley,"Emotion Ticket S, Black Deer Antlers, Orichalcum Ore, Sicanokami",7900000
2624,Sick Mushroom,111,Earth,Monster's Forest: Foggy Way,"Mysterious Mushroom, Laurel Crown, Mushroom Venom, Moss Log",12000
2625,Sick Mushroom,112,Earth,Monster's Forest: Animal Trail,"Mysterious Mushroom, Laurel Crown, Mushroom Venom, Moss Log",12000
2626,Sick Mushroom,113,Earth,Monster's Forest: Tree Way,"Mysterious Mushroom, Laurel Crown, Mushroom Venom, Moss Log",12000
2627,Sick Mushroom,120,Earth,Hanami Event Venue (Chapter 3 Hard),"Flower Nectar, Revita V, Anti-Degradation, Orichalcum Ore, Mithril Ore",9000
2628,Silver Coryn (2015),100,Light,Event,"Ribbon, Ribbon, Adventurer's Garb, Adventurer's Garb, Adventurer's Garb, Adventurer's Garb",Unknown
2629,Silver Coryn (2021),100,Neutral,Darkanon Plain,"Apple, Warrior Helm, Mage Hat, Scholar's Glasses, Warrior Helm, Mage Hat, Scholar's Glasses, Plate Armor, Silver Apple",100
2630,Silver Coryn (2021),100,Neutral,Wanderer's Plain,"Apple, Warrior Helm, Mage Hat, Scholar's Glasses, Warrior Helm, Mage Hat, Scholar's Glasses, Plate Armor, Silver Apple",100
2631,Silver Coryn (2021),100,Neutral,Rakau Plains,"Apple, Scholar's Glasses, Mage Hat, Warrior Helm, Mage Hat, Scholar's Glasses, Warrior Helm, Plate Armor, Silver Apple",100
2632,Silver Coryn (2021),100,Neutral,Tolbas GrassLand,"Apple, Warrior Helm, Mage Hat, Scholar's Glasses, Warrior Helm, Mage Hat, Scholar's Glasses, Plate Armor, Silver Apple",100
2633,Silver Coryn (2021),100,Neutral,Yorl Highlands,"Apple, Warrior Helm, Mage Hat, Scholar's Glasses, Mage Hat, Warrior Helm, Scholar's Glasses, Plate Armor, Silver Apple",100
2634,Silver Roar,42,Water,Debakcy Channel: B1,"Crystal Earrings, Adventurer's Garb, Fairy Feather, Bead Fragment, Silver Roar",14570
2635,Silveria,149,Earth,Elf Mountains: Area 1,"White Bear Knuckles, Glossy Black Leather, Stiff Grey Fur, Spiky Horns",26000
2636,Silveria,151,Earth,Elf Mountains: Area 3,"White Bear Knuckles, Glossy Black Leather, Stiff Grey Fur, Spiky Horns",26000
2637,Singing Eye,235,Water,Anniversary Arena: 7th Venue,-,Unknown
2638,Singing Eye,108,Water,Ultimea Sewer: Southeast,"Dancing Tentacle, Noisy Music Note, Broken Headphones, Crystal Rod",7000
2639,Singing Eye,119,Water,Brahe Laboratory: 1st Building,"Dancing Tentacle, Noisy Music Note, Broken Headphones, Crystal Rod",7000
2640,Skeleton,81,Dark,Fort Solfini: Wall,"Katar, Old Helem, Wood Board, Dead's Backbone",6000
2641,Skeleton,81,Dark,Fort Solfini: Inside,"Katar, Old Helem, Wood Board, Dead's Backbone",6000
2642,Skeleton,30,Dark,Zoktzda Ruins,"Skeleton Bone, Fatigued Blade, Wandering Spirit, STR+2",1000
2643,Skullpion,200,Dark,Vulcani Underground Passage,"Devil's Arrow, Bone Scissors, Strong Carapace, Poison Crystal Tail",15300
2644,Skullpion,198,Dark,Vulcani Underground Passage,"Devil's Arrow, Bone Scissors, Strong Carapace, Poison Crystal Tail",15000
2645,Slayer Cherrimoth,180,Earth,Sakura Castle: Outside,"Broken Spear, Sakura Cloud Pyroxene, Insect Antenna, Cherry Blossom Crystal",Unknown
2646,Slime,38,Water,Lutaros Cavern: B1,"Mint Gummy, Magic Scarf, Living Liquid, Sticky Liquid",1100
2647,Slime,39,Water,Lutaros Cavern: B1,"Mint Gummy, Magic Scarf, Living Liquid, Sticky Liquid",1100
2648,Slime,39,Water,Lutaros Cavern: B2,"Mint Gummy, Magic Scarf, Living Liquid, Sticky Liquid",1100
2649,Slum Potum,89,Neutral,Klaspe Slum,"Pine Cone, Dirty Potum Hair, Potum Ear, VIT+4",Unknown
2650,Smilodocanis,194,Earth,Guardian Forest: Lost Woods,"Long Mane, Striped Fur, Wonderful Stone, Homura",33000
2651,Smilodocanis,194,Earth,Guardian Forest: Inner Area,"Long Mane, Striped Fur, Wonderful Stone, Homura",33000
2652,Smilodocanis,196,Earth,Guardian Forest: Outer Area,"Long Mane, Striped Fur, Wonderful Stone, Homura",33000
2653,Smocky,218,Fire,Operation Zone: Power Control Area,"Solid Fuel, Shattered Silver Crest, Smoke Curse, Storm Radar",40200
2654,Smocky,219,Fire,Operation Zone: Residential Area,"Solid Fuel, Shattered Silver Crest, Smoke Curse, Storm Radar",40566
2655,Smocky,235,Unknown,Anniversary Arena: 7th Venue,-,Unknown
2656,Snorm,178,Water,Illuminare City: Route 1 (170-190),"Escudo Blade, Rubbery Skin, Stolen Box (Blue), Distinct Pebble",Unknown
2657,Snorm,181,Water,Illuminare City: Route 2 (170-190),"Escudo Blade, Rubbery Skin, Stolen Box (Blue), Distinct Pebble",Unknown
2658,Snorm,178,Water,Illuminare City: Route 2 (170-190),"Escudo Blade, Rubbery Skin, Stolen Box (Blue), Distinct Pebble",Unknown
2659,Snorm,181,Water,Illuminare City: Route 3 (170-190),"Escudo Blade, Rubbery Skin, Stolen Box (Blue), Distinct Pebble",Unknown
2660,Snorm,198,Water,Illuminare City: Route 1 (190-210),"Ice Wing Hair Ornament, Zigzag Skin, Hard Wood Board, Stolen Box (Blue)",Unknown
2661,Snorm,201,Water,Illuminare City: Route 2 (190-210),"Ice Wing Hair Ornament, Zigzag Skin, Hard Wood Board, Stolen Box (Blue)",Unknown
2662,Snorm,198,Water,Illuminare City: Route 2 (190-210),"Ice Wing Hair Ornament, Zigzag Skin, Hard Wood Board, Stolen Box (Blue)",Unknown
2663,Snorm,201,Water,Illuminare City: Route 3 (190-210),"Ice Wing Hair Ornament, Zigzag Skin, Hard Wood Board, Stolen Box (Blue)",Unknown
2664,Snorm,218,Water,Illuminare City: Route 1 (210-230),"Pure White Feather, Mystical Wing, Stolen Box (Blue), Azure Spear",Unknown
2665,Snorm,221,Water,Illuminare City: Route 2 (210-230),"Pure White Feather, Mystical Wing, Stolen Box (Blue), Azure Spear",Unknown
2666,Snorm,218,Water,Illuminare City: Route 2 (210-230),"Pure White Feather, Mystical Wing, Stolen Box (Blue), Azure Spear",Unknown
2667,Snorm,221,Water,Illuminare City: Route 3 (210-230),"Pure White Feather, Mystical Wing, Stolen Box (Blue), Azure Spear",Unknown
2668,Snow Bear Box,0,Unknown,Snowball Mini Game Venue,"Snow Bear Sword, Snow Bear Toy Gun, Snow Bear Shield, Snow Bear Parasol, Snow Bear Candy",Unknown
2669,Snowball Event NPC,0,Unknown,Snowball Mini Game Venue,"Pom Knitted Outfit Set, Ski Pole Sword, Shovel Blade, Fluffy Snow Scarf, Clingy Snow Fox, Fluffy Snow Hat, Fluffy Snow Owl, Long-Tailed Tit, Pile of Snow, Ski Gloves, Shovel Staff, Shovel Lance, Orion's Sword (Snowball Event 2021), Orion's Sword (Snowball Event 2023), Orion's Sword (Snowball Event 2022)",Unknown
2670,Snowman,137,Water,Garden of Ice & Snow,"Lop Eared Hat, Torn Scarf, Frozen Wood, Chipped Scoop",6500
2671,Snowman,148,Water,Elf Mountains: Area 1,"Big Boa Hood, Chipped Scoop, Torn Scarf, Elven Stone",14000
2672,Snowman,150,Water,Elf Mountains: Area 2,"Big Boa Hood, Chipped Scoop, Torn Scarf, Elven Stone",14000
2673,Snowman,100,Light,Reindeer Forest,-,5000
2674,Snowman,139,Water,Noeliel Castle 2F (120-140),"Torn Scarf, Sacred Snow, Chipped Scoop, Navida Talisman",15000
2675,Snowman,99,Water,Noeliel Castle: 2F (80-100),"Tweed Fabric, Old Metal, Sacred Snow, Navida Talisman",9000
2676,Snowman,119,Water,Noeliel Castle: 2F (100-120),"Sacred Snow, Tweed Fabric, Torn Scarf, Navida Talisman",10000
2677,Soda Potum,100,Water,Event,-,Unknown
2678,Soda Potum,45,Water,Korda Basin,"Soda Water, Soda Potum Hat, Potum Fin, Clear Water, Trident",5000
2679,Soldier Rat,107,Neutral,Ultimea Sewer: East,"Rat Knife, Rough Gloves, Blunt Knife, Rusted Helm",6000
2680,Soldier Rat,30,Earth,Scaro Town: Area 1,"Forehead Protector, Small Hilt, Dented Little Helmet, Iron, Bardiche",1100
2681,Solopy,169,Earth,Turnus Mine: Area 3,"Tweed Fabric, Turnus Crystal, Tasty Mushroom, Hallucination Spore, Solopy",Unknown
2682,Sorcerabbit,105,Light,Zarth's Mansion: Entrance,"Moving Carrot Cake, Mini Witch Hat, Tough Wood, Stiff Fur",Unknown
2683,Sorcerabbit,133,Light,Zarth's Mansion: Parlor,"Moving Carrot Cake, Mini Witch Hat, Cute Tail, Cushy Fur",Unknown
2684,Sorcerabbit,158,Light,Zarth's Mansion: Study,"Moving Carrot Cake, Mini Witch Hat, Racket Tail, Fluffy Soft Fur",Unknown
2685,Sorter Golem,125,Neutral,Joulu House: Gift Room (Lv 100),"Sorting Knife, Sacred Blue Candle",40000
2686,Sorter Golem,146,Neutral,Joulu House: Gift Room (Lv 130),"Sorting Knife, Sacred Blue Candle",70000
2687,Sorter Golem,167,Neutral,Joulu House: Gift Room (Lv 150),"Sorting Knife, Sacred Blue Candle",80000
2688,Soul Reaper,151,Wind,Dark Dragon Shrine: Lower,"Reaper Blade, Fading Soul, Dusky Fabric, Lightning Bolt Spear",17500
2689,Soul Reaper,152,Wind,Dark Dragon Shrine: Middle,"Reaper Blade, Fading Soul, Dusky Fabric, Lightning Bolt Spear",17500
2690,Soul Reaper,75,Dark,Lunagent Mountain: Area 1,"Blitz Sword, Huge Scythe Helve, Broken Huge Scythe, Soul of the Dead",Unknown
2691,Soul Reaper,75,Dark,Lunagent Mountain: Area 3,"Blitz Sword, Huge Scythe Helve, Broken Huge Scythe, Soul of the Dead",Unknown
2692,Spaleon,217,Wind,Operation Zone: Power Control Area,"Dragon Slayer, Elongated Tongue, Dented Chestplate, Nimble Tail",49795
2693,Spaleon,219,Wind,Operation Zone: Climate Control Area,"Dragon Slayer, Elongated Tongue, Dented Chestplate, Nimble Tail",50707
2694,Spectern,226,Fire,Deusania's Lab,"Starhammer Arrow, Melted Candle, Torn Chain, Morning Star Gummy",47500
2695,Spirabol,176,Earth,Nezim Wetlands,"Spiral Trunk, Branch Arm, Spirabol's Heart, Jade Lance",11750
2696,Spiraz,221,Wind,Day Sakura Garden: Mountains,"Flower Nectar, Toram Liquor, Red Hanten, Sakura Spirit Leaf",30980
2697,Spirulida,243,Fire,Deep Sea: Zone 1,"Spiral Shell Arrow, Spiral Shell, Strange Tentacle, Abyssal Pyroxene",0
2698,Spirulida,244,Fire,Deep Sea: Zone 2,"Spiral Shell Arrow, Strange Tentacle, Abyssal Pyroxene, Spiral Shell",0
2699,Spirulida,245,Fire,Deep Sea: Zone 3,"Spiral Shell Arrow, Spiral Shell, Strange Tentacle, Abyssal Pyroxene",0
2700,Spooky Bat,104,Wind,Zarth's Mansion: Entrance,"Magical Meat Pie, Evil Horn, Dragon Nail, MP+150",Unknown
2701,Spooky Bat,132,Wind,Zarth's Mansion: Parlor,"Magical Meat Pie, Small Claw, Sharp Foretooth, MP+200",Unknown
2702,Spooky Bat,160,Wind,Zarth's Mansion: Study,"Magical Meat Pie, Mysterious Skull, Black Shadow Claw, MP+250",Unknown
2703,Spumae,237,Unknown,Path to the Deep Sea,"Soap Bubbles, Geometric Ring Fragment, Oxygen Ball, Submerged Wood",0
2704,Squire,140,Wind,Twilight Sakura Castle: Inside,"Flower Nectar, Tricolor Dango, Sakura Cloud Pyroxene, Twilight Sakura Red Stone",8000
2705,Squire,35,Wind,Land Of Chaos,"Onigiri, Bonnet, Huge Leaf, Sweet-smelling Wood",1200
2706,Squire,35,Wind,Yorl Highlands,"Onigiri, Bonnet, Huge Leaf, Sweet-smelling Wood",1200
2707,Squirreen,121,Wind,Curonne Forest: East,"Strange Nut, Loincloth, Stingy Whisker, Sharp Foretooth",7000
2708,Squnail,115,Water,Ultimea Sewer: South,"Cracked Spiral Shell, Green Pearl, Curved Lance, Hard Shell Talisman",6000
2709,Squnail,111,Water,Ultimea Sewer: South,"Cracked Spiral Shell, Green Pearl, Curved Lance, Hard Shell Talisman",6000
2710,Stapp,179,Dark,Ruins of Urban Elban,"Steampunk Cap, Strange Dust, Corroded Sphere Core, Geometric Metal Bit",80000
2711,Stellar Ooze,230,Light,Event,"[Book of Unarmed], Revita VII, Edgy Nova (Combat), Edgy Nova (Magic), Stellar Ooze",40000000
2712,Stellar Ooze (Hell),270,Light,Event,"Revita VIII, Pride Glasses, Hell Stellar Bow, Stellar Ooze II",70000000
2713,Stone,33,Earth,Zoktzda Ruins : Abnormal Space,"Bead Fragment, Zoktzda Stone, Pebble, VIT+2",1300
2714,Stone,31,Earth,Zoktzda Ruins : Abnormal Space,"Bead Fragment, Zoktzda Stone, Pebble, VIT+2",1200
2715,Stone,39,Earth,New Moon Palace,"Bead Fragment, New Moon Stone, Hard Stone, DEX+2, Kiraboshi",1800
2716,Stone,139,Earth,Forgotten Cave,"Rock Fang Dagger, Forgotten Stone, Mysterious Stone, Mithril Ore",23000
2717,Stone Knight,29,Earth,Fiery Volcano: Area 1,"Sabre, Cracked Stone, Lava Crystal",1300
2718,Stone Knight,30,Earth,Fiery Volcano: Area 2,"Sabre, Cracked Stone, Lava Crystal",1400
2719,Stone Mercenary,60,Earth,Zoktzda Ruins : Abnormal Space,"Adventurer's Garb, Pebble, Zoktzda Stone, Mirror Shield, Stone Mercenary",Unknown
2720,Stone Soldier,36,Earth,Lutaros Cavern Entrance,"Adel Sword, Lutaros Stone, Sharp Rock Fragment, Damascus Ore",1900
2721,Stone Soldier,37,Earth,Lutaros Cavern Entrance,"Adel Sword, Lutaros Stone, Sharp Rock Fragment, Damascus Ore",2000
2722,Stonzard,204,Earth,Weredragon's Throat,"Combat Tonfa, Rock Scale, Earth Leather, Beige Sail",17500
2723,Stonzard,202,Earth,Weredragon's Throat,"Combat Tonfa, Rock Scale, Earth Leather, Beige Sail",17000
2724,Strange Tentacle,96,Dark,Plastida: Area 2,"Deseperanza, Weird Creature Cell, Strange Essence, Wriggling Skin",Unknown
2725,Strange Tentacle,168,Dark,Avant Plastida: Area 3,"Creasy Skin, Mutated Wood, Perilous Essence, Supple Ring",10000
